ID,LRT,p-value,K,Number of Sites,Condition,Significance,Group
OG13242,5.53065787286414,0.01868607816818713,23.47128891096985,740,Intensification,Insignificant,Remaining
OG13245,0.464244829895506,0.4956467995753695,1.292656799083895,677,Intensification,Insignificant,Remaining
OG13253,0.1550334292223852,0.6937709044358009,0.8075973655589112,676,Relaxation,Insignificant,Remaining
OG13268,296.0430499675567,0,49.99999999999989,669,Intensification,Significant,Remaining
OG13273,2.042736719424283,0.152934285412105,1.645670381028264,700,Intensification,Insignificant,Terrestrial
OG13287,2.78037586769824,0.09542577117789397,0.5599447559378882,708,Relaxation,Insignificant,Remaining
OG13303,1.949915988352586,0.1625959041368581,49.99999999999989,754,Intensification,Insignificant,Terrestrial
OG13307,3.394632096581518,0.06540895346539344,1.919897030804659,675,Intensification,Insignificant,Remaining
OG13334,0.3904854347938453,0.5320443470045193,0.7612522712748733,663,Relaxation,Insignificant,Remaining
OG13335,-3.856789835481322e-4,1,1,663,Relaxation,Insignificant,Remaining
OG13352,1.758832476080897,0.1847702088595373,1.534051605248671,665,Intensification,Insignificant,Remaining
OG13354,0.1047259652177672,0.7462303526981314,0.7777227024716666,693,Relaxation,Insignificant,Remaining
OG13361,0.7702004639668303,0.380155044390086,0.6965740138114791,697,Relaxation,Insignificant,Remaining
OG13375,2.932466440081043,0.08681476956373291,0.07876594761987639,1035,Relaxation,Insignificant,Terrestrial
OG13413,106.271090698845,0,36.59253988998716,673,Intensification,Significant,Aipysurus laevis
OG13444,6.330799078568816e-5,0.9936515932561094,1.004071465151295,662,Intensification,Insignificant,Remaining
OG13467,3.889003490487084,0.0486032539339869,0.1694825347833196,851,Relaxation,Insignificant,Terrestrial
OG13481,1.679203449106353,0.1950303290772301,6.673875771359324e-5,669,Relaxation,Insignificant,Terrestrial
OG13485,2.176293434813488,0.1401516402779773,0.4338736486978839,673,Relaxation,Insignificant,Remaining
OG1349,2.287044851691462,0.1304581024082645,1.16223614653295e-4,1795,Relaxation,Insignificant,Remaining
OG13518,1.379600470069818,0.2401692135895795,0.6234308353867352,657,Relaxation,Insignificant,Remaining
OG13549,6.384448271002839,0.01151245412217705,43.50165620247979,599,Intensification,Insignificant,Remaining
OG13610,0.1489343909224772,0.6995557793778845,1.157337335283928,658,Intensification,Insignificant,Remaining
OG13621,2.593745657577529e-4,0.9871505369133873,0.9871973650354262,674,Relaxation,Insignificant,Remaining
OG13625,0.2100385313824518,0.6467372052134043,1.341373661771587,620,Intensification,Insignificant,Remaining
OG13645,1.503775630344535,0.2200913322891096,11.46658443388478,659,Intensification,Insignificant,Remaining
OG13672,52.17013216171745,5.089262344881718e-13,49.02850749636758,646,Intensification,Significant,Aipysurus laevis
OG13682,1.527999030779029,0.2164130031830643,0.6483668354884841,664,Relaxation,Insignificant,Remaining
OG13705,0.01799080432101618,0.8932999324067676,1.060231282704338,665,Intensification,Insignificant,Remaining
OG13710,0.5754047677201015,0.4481191633265148,0.7837596293139513,666,Relaxation,Insignificant,Remaining
OG13721,0.4874777951181386,0.4850545647049151,1.346387392325773,649,Intensification,Insignificant,Remaining
OG13778,4.0997814588045,0.04288875693746308,0.1389278996796015,629,Relaxation,Insignificant,Terrestrial
OG13779,0.786932271277692,0.3750293542300428,4.499652231982253,668,Intensification,Insignificant,Remaining
OG13781,8.197670521372856,0.004194420906076468,3.963044124211129,714,Intensification,Insignificant,Aipysurus laevis
OG13786,42.75517685790146,6.203748625921435e-11,10.10394800431569,651,Intensification,Significant,Aipysurus laevis
OG13795,0.4428998086732463,0.5057261517798055,0.5497393630518878,747,Relaxation,Insignificant,Remaining
OG13797,0.1071745678573279,0.7433840680355328,0.901330602693544,740,Relaxation,Insignificant,Remaining
OG13813,0.1984899682192918,0.6559424708723374,1.321037466793636,686,Intensification,Insignificant,Remaining
OG13824,0.6284217750398966,0.4279348087978261,0.1850152829551116,653,Relaxation,Insignificant,Remaining
OG13848,2.539197624717417,0.1110512071458853,0.4804334356928641,655,Relaxation,Insignificant,Terrestrial
OG13857,0.02951716484494682,0.8635903613438394,0.9331294211597819,650,Relaxation,Insignificant,Terrestrial
OG13891,1.731648734610644,0.1882004758724846,0.3315712462768635,649,Relaxation,Insignificant,Remaining
OG13894,3.493586429727657,0.06160698226091388,0.06125414515002457,646,Relaxation,Insignificant,Remaining
OG13993,0.2668644229916026,0.6054429419847125,0.7386254347503289,669,Relaxation,Insignificant,Remaining
OG14011,0.4984139059342851,0.480197868420932,0.7336193441870459,667,Relaxation,Insignificant,Remaining
